epoch,rx_pkts,age_ms,remote_state
1783368136,9465,8.8,3
1783368137,9581,1.9,3
1783368138,9694,8.0,3
1783368139,9807,9.8,3
1783368140,9921,8.6,3
1783368141,10035,4.1,3
1783368142,10150,2.1,3
1783368143,10263,6.4,3
1783368144,10375,8.7,3
1783368145,10489,7.6,3
1783368146,10605,0.2,3
1783368147,10716,4.6,3
1783368148,10831,5.2,3
1783368149,10947,0.7,3
1783368150,11062,2.2,3
1783368151,11176,1.5,3
1783368152,11289,6.4,3
1783368153,11407,7.3,3
1783368154,11510,75.4,1
1783368155,11604,3.4,3
1783368156,11719,1.7,3
1783368157,11833,4.9,3
1783368158,11950,2.9,3
1783368159,12064,5.6,3
1783368160,12178,3.8,3
1783368161,12292,5.4,3
1783368162,12406,9.6,3
1783368163,12520,8.1,3
1783368164,12635,5.4,3
1783368165,12751,2.6,3
1783368166,12865,6.6,3
1783368167,12979,8.9,3
1783368168,13093,7.6,3
1783368169,13208,8.2,3
1783368170,13323,4.5,3
1783368171,13436,3.8,3
1783368172,13552,2.5,3
1783368173,13667,0.9,3
1783368174,13781,3.5,3
1783368175,13895,8.3,3
1783368176,14011,3.8,3
1783368177,14125,6.1,3
1783368178,14239,6.8,3
1783368179,14350,55.5,1
1783368180,14451,4.6,3
1783368181,14565,1.5,3
1783368182,14666,6.4,3
1783368183,14772,7.1,3
1783368184,14885,4.9,3
1783368185,14999,1.5,3
1783368186,15112,7.6,3
1783368187,15225,5.4,3
1783368188,15340,5.1,3
1783368189,15450,8.3,3
1783368190,15566,7.8,3
1783368191,15680,6.8,3
1783368192,15793,8.8,3
1783368193,15908,1.6,3
1783368194,16022,0.5,3
1783368195,16138,0.3,3
1783368196,16252,2.8,3
1783368197,16366,2.2,3
1783368198,16480,0.2,3
1783368199,16594,1.4,3
1783368200,16708,5.9,3
1783368201,16821,7.2,3
1783368202,16935,5.3,3
1783368203,17049,5.8,3
1783368204,17164,7.9,3
1783368205,17279,1.7,3
1783368206,17393,4.4,3
1783368207,17508,4.5,3
1783368208,17621,5.4,3
1783368209,17735,2.2,3
1783368210,17848,3.2,3
1783368211,17961,7.1,3
